"2023-04-14T12:48:02.295Z","SYS","Session logging started.",""
"2023-04-14T12:48:02.296Z","EVSE","Session Started: EVConnected",""
"2023-04-14T12:48:03.297Z","EVSE","Set PWM On (5.000000074505806%)",""
"2023-04-14T12:48:03.393Z","EVSE","Change HLC Limits: 10000W/25A, target_voltage 0, hack_bpt false",""
"2023-04-14T12:48:03.492Z","EVSE","EIM Authorization received",""
"2023-04-14T12:48:03.493Z","EVSE","Transaction Started (0 kWh)",""
"2023-04-14T12:48:03.494Z","EVSE","DC mode. We are in 5percent mode so we can continue without further action.",""
"2023-04-14T12:48:03.545Z","EVSE","Charger state: Wait for Auth->PrepareCharging",""
"2023-04-14T12:48:03.684Z","EVSE","Set PWM On (5.000000074505806%)",""
"2023-04-14T12:48:09.585Z","CAR","V2G SupportedAppProtocolReq","{
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681476510
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:31.321Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 74,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 5000
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 242
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 120
                }
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:31.391Z","EVSE","Transaction Finished: Local (0 kWh)",""
"2023-04-14T12:48:31.411Z","EVSE","Charger state: Charging->StoppingCharging",""
"2023-04-14T12:48:31.412Z","EVSE","DC power supply OFF",""
"2023-04-14T12:48:31.496Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3698
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681476511
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:31.769Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 74,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 5000
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 242
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 120
                }
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:31.841Z","EVSE","DC power supply OFF",""
"2023-04-14T12:48:31.946Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3680
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681476511
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:32.078Z","CAR","Event CarRequestedStopPower",""
"2023-04-14T12:48:32.099Z","EVSE","Event PowerOff",""
"2023-04-14T12:48:32.205Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 74,
                    "EVReady": false
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 5000
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 0
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 120
                }
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:32.246Z","EVSE","DC power supply set: 413V/0A, requested was 413V/0A.",""
"2023-04-14T12:48:32.347Z","EVSE","DC power supply OFF",""
"2023-04-14T12:48:32.470Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3686
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681476511
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:32.565Z","CAR","V2G PowerDeliveryReq","{
    "V2G_Message": {
        "Body": {
            "PowerDeliveryReq": {
                "ChargeProgress": "Stop",
                "ChargingProfile": {
                    "ProfileEntry": [
                        {
                            "ChargingProfileEntryMaxPower": {
                                "Multiplier": 2,
                                "Unit": "W",
                                "Value": 110
                            },
                            "ChargingProfileEntryStart": 0
                        }
                    ]
                },
                "DC_EVPowerDeliveryParameter": {
                    "ChargingComplete": false,
                    "DC_EVStatus": {
                        "EVErrorCode": "NO_ERROR",
                        "EVRESSSOC": 74,
                        "EVReady": false
                    }
                },
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:32.582Z","EVSE","DC power supply OFF",""
"2023-04-14T12:48:32.667Z","EVSE","DC power supply OFF",""
"2023-04-14T12:48:32.687Z","EVSE","Change HLC Limits: 0W/0A, target_voltage 413, hack_bpt false",""
"2023-04-14T12:48:32.916Z","EVSE","V2G PowerDeliveryRes","{
    "V2G_Message": {
        "Body": {
            "PowerDeliveryRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "ResponseCode": "OK"
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:32.936Z","CAR","V2G WeldingDetectionReq","{
    "V2G_Message": {
        "Body": {
            "WeldingDetectionReq": {
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 74,
                    "EVReady": false
                }
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:33.083Z","EVSE","V2G WeldingDetectionRes","{
    "V2G_Message": {
        "Body": {
            "WeldingDetectionRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3686
                },
                "ResponseCode": "OK"
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:33.288Z","CAR","V2G SessionStopReq","{
    "V2G_Message": {
        "Body": {
            "SessionStopReq": {
                "ChargingSession": "Terminate"
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:33.610Z","EVSE","V2G SessionStopRes","{
    "V2G_Message": {
        "Body": {
            "SessionStopRes": {
                "ResponseCode": "OK"
            }
        },
        "Header": {
            "SessionID": "9E484EC792C48177"
        }
    }
}"
"2023-04-14T12:48:37.545Z","CAR","Event CarRequestedStopPower",""
"2023-04-14T12:48:37.772Z","CAR","Event CarUnplugged",""
"2023-04-14T12:48:37.792Z","EVSE","SLAC UNMATCHED",""
"2023-04-14T12:48:37.808Z","EVSE","Charger state: StoppingCharging->Finished",""
"2023-04-14T12:48:37.810Z","EVSE","Session Finished",""
"2023-04-14T12:48:37.810Z","SYS","Session logging stopped.",""
